tic_id,period_days,epoch_btjd,duration_hours,depth_ppm,bls_snr,cnn_probability,vetting_passed,vetting_reasons,rank_score
373250483,13.136741,1517.8272,1.5,31321.0,4.21,0.003,False,depth 3.13% exceeds 3.0% cap,0.0
373917936,2.731776,1355.4544,8.0,7464.7,76.05,0.0025,False,odd/even depth differ by 78.8% (4056 vs 9325 ppm),0.0
376474648,13.730321,1571.0904,1.0,32420.4,4.64,0.1087,False,depth 3.24% exceeds 3.0% cap; odd/even depth differ by 72.2% (19342 vs 41214 ppm),0.0
376932824,14.29788,1325.4222,6.0,6429.5,6.09,0.2174,False,odd/even depth differ by 76.2% (3708 vs 8277 ppm),0.0
376985426,0.707344,1325.7762,0.5,92958.4,108.94,0.0107,False,depth 9.30% exceeds 3.0% cap,0.0
380928827,13.245743,1570.9597,3.0,86654.0,6.1,0.2831,False,depth 8.67% exceeds 3.0% cap,0.0
381976770,13.175567,1334.1163,2.0,3638.8,9.54,0.0014,False,odd/even depth differ by 17.1% (1259 vs 1494 ppm),0.0
231907303,14.441001,1339.6833,1.0,24124.5,6.55,0.0106,False,odd/even depth differ by 19.7% (25218 vs 20687 ppm),0.0
260844840,17.939086,1535.0436,2.0,8885.2,5.07,0.0177,False,odd/even depth differ by 93.6% (6004 vs 16561 ppm),0.0
290404650,13.139649,1326.3322,3.0,9571.0,5.35,0.1447,False,odd/even depth differ by 15.9% (8321 vs 7095 ppm),0.0
382157531,6.227135,1328.6181,8.0,818.5,5.29,0.0017,True,,0.0017
382256692,0.744725,1325.4536,1.5,31607.9,35.72,0.0,False,depth 3.16% exceeds 3.0% cap; odd/even depth differ by 19.8% (35918 vs 29457 ppm),0.0
382302446,10.366528,1327.9702,3.0,2635.8,5.0,0.0055,False,odd/even depth differ by 72.7% (1981 vs 925 ppm),0.0
382631202,13.971485,1422.2432,3.0,7073.9,6.76,0.0762,False,odd/even depth differ by 37.0% (6014 vs 8742 ppm),0.0
382631664,0.664936,1411.5578,1.5,34914.7,491.55,0.0,False,depth 3.49% exceeds 3.0% cap,0.0
